34.822577,114.314684
34.824431,114.312574
34.824431,114.312576
34.824431,114.312576
34.824431,114.312576
34.824429,114.31259
34.824429,114.31259
34.824429,114.31259
34.824429,114.312606
34.824428,114.312622
34.824428,114.312622
34.824428,114.312622
34.824426,114.312634
34.824426,114.312634
34.824426,114.312634
34.824426,114.312636
34.824426,114.312636
34.824426,114.312636
34.824426,114.312636
34.824425,114.312643
34.824425,114.312643
34.824425,114.312643
34.824426,114.312658
34.824426,114.312658
34.824426,114.312658
34.824427,114.312647
34.824427,114.312647
34.824427,114.312647
34.824427,114.312647
34.824427,114.312644
34.824427,114.312644
34.824427,114.312644
34.824428,114.312635
34.824428,114.312635
34.824428,114.312635
34.824428,114.312632
34.824428,114.312632
34.824428,114.312632
34.824428,114.312632
34.824431,114.312615
34.824431,114.312615
34.824431,114.312615
34.824433,114.312597
34.824433,114.312597
34.824433,114.312597
34.824433,114.312597
34.824431,114.312579
34.824431,114.312579
34.824431,114.312579
34.824431,114.312574
34.824431,114.312574
34.824431,114.312574
34.824432,114.312585
34.824432,114.312585
34.824432,114.312585
34.824432,114.312585
34.824435,114.312598
34.824435,114.312598
34.824435,114.312598
34.824433,114.312615
34.824433,114.312615
34.824433,114.312615
34.824433,114.312618
34.824433,114.312618
34.824433,114.312618
34.824433,114.312618
34.824432,114.312623
34.824432,114.312623
34.824432,114.312623
34.824435,114.312639
34.824435,114.312639
34.824435,114.312639
34.824435,114.312641
34.824435,114.312641
34.824435,114.312641
34.824435,114.312641
34.824436,114.312646
34.824436,114.312646
34.824436,114.312646
34.824437,114.312653
34.824437,114.312653
34.824437,114.312653
34.824437,114.31266
34.824437,114.31266
34.824437,114.31266
34.824437,114.31266
34.824436,114.312676
34.824436,114.312676
34.824436,114.312676
34.824435,114.312684
34.824435,114.312684
34.824435,114.312684
34.824435,114.312692
34.824435,114.312692
34.824435,114.312692
34.824435,114.312692
34.824435,114.312705
34.824435,114.312705
34.824435,114.312705
34.824435,114.312707
34.824435,114.312707
34.824435,114.312707
34.824435,114.312707
34.824434,114.312709
34.824434,114.312709
